Id,Nome,Type,Altura,Peso,Urls das Habilidades,Nomes das Habilidades,Evoluções
0595,Joltik,"Bug,Electric",0.1 m (0′04″),0.6 kg (1.3 lbs),"/ability/compound-eyes,/ability/unnerve,/ability/swarm","compound-eyes,unnerve,swarm","Joltik,Galvantula"
0594,Alomomola,"Water,Route 4,17,18,21,P2 Laboratory,Virbank City,Virbank Complex",1.2 m (3′11″),31.6 kg (69.7 lbs),"/ability/healer,/ability/hydration,/ability/regenerator","healer,hydration,regenerator",
0593,Jellicent,"Water,Ghost,Route 4,13,17,18,21,P2 Laboratory,Undella Bay,Undella Town,Virbank City,Virbank Complex,Humilau City,Seaside Cave",2.2 m (7′03″),135.0 kg (297.6 lbs),"/ability/water-absorb,/ability/cursed-body,/ability/damp,/pokedex/frillish","water-absorb,cursed-body,damp,frillish","Frillish,Jellicent"
0605,Elgyem,Psychic,0.5 m (1′08″),9.0 kg (19.8 lbs),"/ability/telepathy,/ability/synchronize,/ability/analytic","telepathy,synchronize,analytic","Elgyem,Beheeyem"
0614,Beartic,"Ice,Dragonspiral Tower,Twist Mountain",2.6 m (8′06″),260.0 kg (573.2 lbs),"/ability/snow-cloak,/ability/slush-rush,/ability/swift-swim","snow-cloak,slush-rush,swift-swim","Cubchoo,Beartic"
0613,Cubchoo,"Ice,Route 7",0.5 m (1′08″),8.5 kg (18.7 lbs),"/ability/snow-cloak,/ability/slush-rush,/ability/rattled","snow-cloak,slush-rush,rattled","Cubchoo,Beartic"
0612,Haxorus,"Dragon,Nature Preserve",1.8 m (5′11″),105.5 kg (232.6 lbs),"/ability/rivalry,/ability/mold-breaker,/ability/unnerve","rivalry,mold-breaker,unnerve","Axew,Fraxure,Haxorus"
0611,Fraxure,"Dragon,Nature Sanctuary,Nature Preserve",1.0 m (3′03″),36.0 kg (79.4 lbs),"/ability/rivalry,/ability/mold-breaker,/ability/unnerve,/pokedex/axew","rivalry,mold-breaker,unnerve,axew","Axew,Fraxure,Haxorus"
0610,Axew,"Dragon,Connecting Cave",0.6 m (2′00″),18.0 kg (39.7 lbs),"/ability/rivalry,/ability/mold-breaker,/ability/unnerve","rivalry,mold-breaker,unnerve","Axew,Fraxure,Haxorus"
0609,Chandelure,"Ghost,Fire",1.0 m (3′03″),34.3 kg (75.6 lbs),"/ability/flash-fire,/ability/flame-body,/ability/infiltrator,/pokedex/litwick,/pokedex/lampent","flash-fire,flame-body,infiltrator,litwick,lampent","Litwick,Lampent,Chandelure"
0608,Lampent,"Ghost,Fire",0.6 m (2′00″),13.0 kg (28.7 lbs),"/ability/flash-fire,/ability/flame-body,/ability/infiltrator","flash-fire,flame-body,infiltrator","Litwick,Lampent,Chandelure"
0619,Mienfoo,"Fighting,Route 14,22,23,Dragonspiral Tower",0.9 m (2′11″),20.0 kg (44.1 lbs),"/ability/inner-focus,/ability/regenerator,/ability/reckless","inner-focus,regenerator,reckless","Mienfoo,Mienshao"
0629,Vullaby,"Dark,Flying",0.5 m (1′08″),9.0 kg (19.8 lbs),"/ability/big-pecks,/ability/overcoat,/ability/weak-armor","big-pecks,overcoat,weak-armor","Vullaby,Mandibuzz"
0628,Braviary,"Normal,Flying,Psychic,Flying,Route 11,Village Bridge",1.5 m (4′11″),41.0 kg (90.4 lbs),"/ability/keen-eye,/ability/sheer-force,/ability/defiant,/ability/keen-eye,/ability/sheer-force,/ability/tinted-lens,/pokedex/rufflet","keen-eye,sheer-force,defiant,keen-eye,sheer-force,tinted-lens,rufflet",Rufflet
0627,Rufflet,"Normal,Flying,Route 10,11,Victory Road,Village Bridge",0.5 m (1′08″),10.5 kg (23.1 lbs),"/ability/keen-eye,/ability/sheer-force,/ability/hustle","keen-eye,sheer-force,hustle",Rufflet
0626,Bouffalant,"Normal,Route 23",1.6 m (5′03″),94.6 kg (208.6 lbs),"/ability/reckless,/ability/sap-sipper,/ability/soundproof","reckless,sap-sipper,soundproof",
0625,Bisharp,"Dark,Steel",1.6 m (5′03″),70.0 kg (154.3 lbs),"/ability/defiant,/ability/inner-focus,/ability/pressure","defiant,inner-focus,pressure","Pawniard,Bisharp,Kingambit"
0624,Pawniard,"Dark,Steel,Route 9",0.5 m (1′08″),10.2 kg (22.5 lbs),"/ability/defiant,/ability/inner-focus,/ability/pressure","defiant,inner-focus,pressure","Pawniard,Bisharp,Kingambit"
0623,Golurk,"Ground,Ghost,Dragonspiral Tower,Victory Road",2.8 m (9′02″),330.0 kg (727.5 lbs),"/ability/iron-fist,/ability/klutz,/ability/no-guard,/pokedex/golett","iron-fist,klutz,no-guard,golett","Golett,Golurk"
0636,Larvesta,"Bug,Fire",1.1 m (3′07″),28.8 kg (63.5 lbs),"/ability/flame-body,/ability/swarm","flame-body,swarm","Larvesta,Volcarona"
0642,Thundurus,"Electric,Flying,Electric,Flying,Roaming Unova",1.5 m (4′11″),61.0 kg (134.5 lbs),"/ability/prankster,/ability/defiant,/ability/volt-absorb","prankster,defiant,volt-absorb",
0641,Tornadus,"Flying,Flying",1.5 m (4′11″),63.0 kg (138.9 lbs),"/ability/prankster,/ability/defiant,/ability/regenerator","prankster,defiant,regenerator",
0640,Virizion,"Grass,Fighting,Route 11",2.0 m (6′07″),200.0 kg (440.9 lbs),/ability/justified,justified,
0639,Terrakion,"Rock,Fighting,Route 22",1.9 m (6′03″),260.0 kg (573.2 lbs),/ability/justified,justified,
0638,Cobalion,"Steel,Fighting,Route 13",2.1 m (6′11″),250.0 kg (551.2 lbs),/ability/justified,justified,
0637,Volcarona,"Bug,Fire",1.6 m (5′03″),46.0 kg (101.4 lbs),"/ability/flame-body,/ability/swarm","flame-body,swarm","Larvesta,Volcarona"
0635,Hydreigon,"Dark,Dragon,Victory Road",1.8 m (5′11″),160.0 kg (352.7 lbs),/ability/levitate,levitate,"Deino,Zweilous,Hydreigon"
0647,Keldeo,"Water,Fighting,Water,Fighting",1.4 m (4′07″),48.5 kg (106.9 lbs),"/ability/justified,/ability/justified","justified,justified",
0654,Braixen,Fire,1.0 m (3′03″),14.5 kg (32.0 lbs),"/ability/blaze,/ability/magician","blaze,magician","Fennekin,Braixen,Delphox"
0653,Fennekin,Fire,0.4 m (1′04″),9.4 kg (20.7 lbs),"/ability/blaze,/ability/magician","blaze,magician","Fennekin,Braixen,Delphox"
0652,Chesnaught,"Grass,Fighting",1.6 m (5′03″),90.0 kg (198.4 lbs),"/ability/overgrow,/ability/bulletproof","overgrow,bulletproof","Chespin,Quilladin,Chesnaught"
0651,Quilladin,Grass,0.7 m (2′04″),29.0 kg (63.9 lbs),"/ability/overgrow,/ability/bulletproof","overgrow,bulletproof","Chespin,Quilladin,Chesnaught"
0650,Chespin,Grass,0.4 m (1′04″),9.0 kg (19.8 lbs),"/ability/overgrow,/ability/bulletproof","overgrow,bulletproof","Chespin,Quilladin,Chesnaught"
0649,Genesect,"Bug,Steel",1.5 m (4′11″),82.5 kg (181.9 lbs),/ability/download,download,
0648,Meloetta,"Normal,Psychic,Normal,Fighting",0.6 m (2′00″),6.5 kg (14.3 lbs),"/ability/serene-grace,/ability/serene-grace","serene-grace,serene-grace",
0668,Pyroar,"Fire,Normal",1.5 m (4′11″),81.5 kg (179.7 lbs),"/ability/rivalry,/ability/unnerve,/ability/moxie","rivalry,unnerve,moxie","Litleo,Pyroar"
0680,Doublade,"Steel,Ghost",0.8 m (2′07″),4.5 kg (9.9 lbs),/ability/no-guard,no-guard,"Honedge,Doublade,Aegislash"
0679,Honedge,"Steel,Ghost",0.8 m (2′07″),2.0 kg (4.4 lbs),/ability/no-guard,no-guard,"Honedge,Doublade,Aegislash"
0678,Meowstic,"Psychic,Psychic",0.6 m (2′00″),8.5 kg (18.7 lbs),"/ability/keen-eye,/ability/infiltrator,/ability/prankster,/ability/keen-eye,/ability/infiltrator,/ability/competitive","keen-eye,infiltrator,prankster,keen-eye,infiltrator,competitive",Espurr
0676,Furfrou,Normal,1.2 m (3′11″),28.0 kg (61.7 lbs),/ability/fur-coat,fur-coat,
0675,Pangoro,"Fighting,Dark",2.1 m (6′11″),136.0 kg (299.8 lbs),"/ability/iron-fist,/ability/mold-breaker,/ability/scrappy","iron-fist,mold-breaker,scrappy","Pancham,Pangoro"
0674,Pancham,Fighting,0.6 m (2′00″),8.0 kg (17.6 lbs),"/ability/iron-fist,/ability/mold-breaker,/ability/scrappy","iron-fist,mold-breaker,scrappy","Pancham,Pangoro"
0693,Clawitzer,Water,1.3 m (4′03″),35.3 kg (77.8 lbs),/ability/mega-launcher,mega-launcher,"Clauncher,Clawitzer"
0677,Espurr,Psychic,0.3 m (1′00″),3.5 kg (7.7 lbs),"/ability/keen-eye,/ability/infiltrator,/ability/own-tempo","keen-eye,infiltrator,own-tempo",Espurr
0706,Goodra,"Dragon,Steel,Dragon",2.0 m (6′07″),150.5 kg (331.8 lbs),"/ability/sap-sipper,/ability/hydration,/ability/gooey,/ability/sap-sipper,/ability/shell-armor,/ability/gooey,/pokedex/goomy,/pokedex/sliggoo,/pokedex/sliggoo","sap-sipper,hydration,gooey,sap-sipper,shell-armor,gooey,goomy,sliggoo,sliggoo",Goomy
0705,Sliggoo,"Dragon,Steel,Dragon",0.8 m (2′07″),17.5 kg (38.6 lbs),"/ability/sap-sipper,/ability/hydration,/ability/gooey,/ability/sap-sipper,/ability/shell-armor,/ability/gooey","sap-sipper,hydration,gooey,sap-sipper,shell-armor,gooey",Goomy
0704,Goomy,Dragon,0.3 m (1′00″),2.8 kg (6.2 lbs),"/ability/sap-sipper,/ability/hydration,/ability/gooey","sap-sipper,hydration,gooey",Goomy
0703,Carbink,"Rock,Fairy",0.3 m (1′00″),5.7 kg (12.6 lbs),"/ability/clear-body,/ability/sturdy","clear-body,sturdy",
0702,Dedenne,"Electric,Fairy",0.2 m (0′08″),2.2 kg (4.9 lbs),"/ability/cheek-pouch,/ability/pickup,/ability/plus","cheek-pouch,pickup,plus",
0701,Hawlucha,"Fighting,Flying",0.8 m (2′07″),21.5 kg (47.4 lbs),"/ability/limber,/ability/unburden,/ability/mold-breaker","limber,unburden,mold-breaker",
0700,Sylveon,Fairy,1.0 m (3′03″),23.5 kg (51.8 lbs),"/ability/cute-charm,/ability/pixilate","cute-charm,pixilate","Eevee,Eevee,Eevee,Eevee,Sylveon"
0711,Gourgeist,"Ghost,Grass,Ghost,Grass,Ghost,Grass,Ghost,Grass",0.9 m (2′11″),12.5 kg (27.6 lbs),"/ability/pickup,/ability/frisk,/ability/insomnia,/ability/pickup,/ability/frisk,/ability/insomnia,/ability/pickup,/ability/frisk,/ability/insomnia,/ability/pickup,/ability/frisk,/ability/insomnia","pickup,frisk,insomnia,pickup,frisk,insomnia,pickup,frisk,insomnia,pickup,frisk,insomnia","Pumpkaboo,Gourgeist"
0717,Yveltal,"Dark,Flying,Team Flare HQ",5.8 m (19′00″),203.0 kg (447.5 lbs),/ability/dark-aura,dark-aura,
0716,Xerneas,Fairy,3.0 m (9′10″),215.0 kg (474.0 lbs),/ability/fairy-aura,fairy-aura,
0715,Noivern,"Flying,Dragon",1.5 m (4′11″),85.0 kg (187.4 lbs),"/ability/frisk,/ability/infiltrator,/ability/telepathy","frisk,infiltrator,telepathy","Noibat,Noivern"
0714,Noibat,"Flying,Dragon",0.5 m (1′08″),8.0 kg (17.6 lbs),"/ability/frisk,/ability/infiltrator,/ability/telepathy","frisk,infiltrator,telepathy","Noibat,Noivern"
0713,Avalugg,"Ice,Ice,Rock",2.0 m (6′07″),505.0 kg (1113.3 lbs),"/ability/own-tempo,/ability/ice-body,/ability/sturdy,/ability/strong-jaw,/ability/ice-body,/ability/sturdy","own-tempo,ice-body,sturdy,strong-jaw,ice-body,sturdy",Bergmite
0712,Bergmite,Ice,1.0 m (3′03″),99.5 kg (219.4 lbs),"/ability/own-tempo,/ability/ice-body,/ability/sturdy","own-tempo,ice-body,sturdy",Bergmite
0726,Torracat,Fire,0.7 m (2′04″),25.0 kg (55.1 lbs),"/ability/blaze,/ability/intimidate","blaze,intimidate","Litten,Torracat,Incineroar"
0725,Litten,"Fire,Route 1",0.4 m (1′04″),4.3 kg (9.5 lbs),"/ability/blaze,/ability/intimidate","blaze,intimidate","Litten,Torracat,Incineroar"
0740,Crabominable,"Fighting,Ice",1.7 m (5′07″),180.0 kg (396.8 lbs),"/ability/hyper-cutter,/ability/iron-fist,/ability/anger-point","hyper-cutter,iron-fist,anger-point","Crabrawler,Crabominable"
0739,Crabrawler,"Fighting,Route 2,3,4,5,8,10,16,17,Berry Fields,Poni Wilds,Poni Plains,Ula'ula Beach",0.6 m (2′00″),7.0 kg (15.4 lbs),"/ability/hyper-cutter,/ability/iron-fist,/ability/anger-point","hyper-cutter,iron-fist,anger-point","Crabrawler,Crabominable"
0738,Vikavolt,"Bug,Electric,Blush Mountain,Heahea Beach",1.5 m (4′11″),45.0 kg (99.2 lbs),/ability/levitate,levitate,"Grubbin,Charjabug,Vikavolt"
0737,Charjabug,"Bug,Electric",0.5 m (1′08″),10.5 kg (23.1 lbs),/ability/battery,battery,"Grubbin,Charjabug,Vikavolt"
0736,Grubbin,"Bug,Route 1,4,5,6,Blush Mountain",0.4 m (1′04″),4.4 kg (9.7 lbs),/ability/swarm,swarm,"Grubbin,Charjabug,Vikavolt"
0735,Gumshoos,"Normal,Route 8,10,14,15,16,17,Akala Outskirts,Tapu Village,Mount Lanakila,Poni Plains,Heahea Beach",0.7 m (2′04″),14.2 kg (31.3 lbs),"/ability/strong-jaw,/ability/stakeout,/ability/adaptability","strong-jaw,stakeout,adaptability","Yungoos,Gumshoos"
0745,Lycanroc,"Rock,Rock,Rock",0.8 m (2′07″),25.0 kg (55.1 lbs),"/ability/keen-eye,/ability/sand-rush,/ability/steadfast,/ability/keen-eye,/ability/vital-spirit,/ability/no-guard,/ability/tough-claws","keen-eye,sand-rush,steadfast,keen-eye,vital-spirit,no-guard,tough-claws","Rockruff,Rockruff,Lycanroc"
0744,Rockruff,"Rock,Rock,Route 1,Ten Carat Hill",0.5 m (1′08″),9.2 kg (20.3 lbs),"/ability/keen-eye,/ability/vital-spirit,/ability/steadfast,/ability/own-tempo","keen-eye,vital-spirit,steadfast,own-tempo","Rockruff,Rockruff,Lycanroc"
0750,Mudsdale,"Ground,Route 12,Blush Mountain,Poni Plains",2.5 m (8′02″),920.0 kg (2028.3 lbs),"/ability/own-tempo,/ability/stamina,/ability/inner-focus","own-tempo,stamina,inner-focus","Mudbray,Mudsdale"
0749,Mudbray,Ground,1.0 m (3′03″),110.0 kg (242.5 lbs),"/ability/own-tempo,/ability/stamina,/ability/inner-focus","own-tempo,stamina,inner-focus","Mudbray,Mudsdale"
0748,Toxapex,"Poison,Water",0.7 m (2′04″),14.5 kg (32.0 lbs),"/ability/merciless,/ability/limber,/ability/regenerator","merciless,limber,regenerator","Mareanie,Toxapex"
0747,Mareanie,"Poison,Water,Route 9,Melemele Sea,Hau'oli City",0.4 m (1′04″),8.0 kg (17.6 lbs),"/ability/merciless,/ability/limber,/ability/regenerator","merciless,limber,regenerator","Mareanie,Toxapex"
0746,Wishiwashi,"Water,Water,Route 7,8,9,13,14,15,Melemele Sea,Kala'e Bay,Hau'oli City,Akala Outskirts,Brooklet Hill,Tapu Village",0.2 m (0′08″),0.3 kg (0.7 lbs),"/ability/schooling,/ability/schooling","schooling,schooling",
0743,Ribombee,"Bug,Fairy,Ula'ula Meadow,Poni Meadow,Heahea Beach",0.2 m (0′08″),0.5 kg (1.1 lbs),"/ability/honey-gather,/ability/shield-dust,/ability/sweet-veil","honey-gather,shield-dust,sweet-veil","Cutiefly,Ribombee"
0760,Bewear,"Normal,Fighting,Hau'oli City,Poni Gauntlet",2.1 m (6′11″),135.0 kg (297.6 lbs),"/ability/fluffy,/ability/klutz,/ability/unnerve","fluffy,klutz,unnerve","Stufful,Bewear"
0759,Stufful,"Normal,Fighting",0.5 m (1′08″),6.8 kg (15.0 lbs),"/ability/fluffy,/ability/klutz,/ability/cute-charm","fluffy,klutz,cute-charm","Stufful,Bewear"
0769,Sandygast,"Ghost,Ground,Route 15,Hano Beach",0.5 m (1′08″),70.0 kg (154.3 lbs),"/ability/water-compaction,/ability/sand-veil","water-compaction,sand-veil","Sandygast,Palossand"
0768,Golisopod,"Bug,Water",2.0 m (6′07″),108.0 kg (238.1 lbs),/ability/emergency-exit,emergency-exit,"Wimpod,Golisopod"
0767,Wimpod,"Bug,Water,Route 8,Poni Breaker Coast,Dividing Peak Tunnel",0.5 m (1′08″),12.0 kg (26.5 lbs),/ability/wimp-out,wimp-out,"Wimpod,Golisopod"
0766,Passimian,Fighting,2.0 m (6′07″),82.8 kg (182.5 lbs),"/ability/receiver,/ability/defiant","receiver,defiant",
0765,Oranguru,"Normal,Psychic,Lush Jungle",1.5 m (4′11″),76.0 kg (167.6 lbs),"/ability/inner-focus,/ability/telepathy,/ability/symbiosis","inner-focus,telepathy,symbiosis",
0764,Comfey,"Fairy,Lush Jungle,Poké Pelago",0.1 m (0′04″),0.3 kg (0.7 lbs),"/ability/flower-veil,/ability/triage,/ability/natural-cure","flower-veil,triage,natural-cure",
0780,Drampa,"Normal,Dragon,Mount Lanakila",3.0 m (9′10″),185.0 kg (407.9 lbs),"/ability/berserk,/ability/sap-sipper,/ability/cloud-nine","berserk,sap-sipper,cloud-nine",
0779,Bruxish,"Water,Psychic,Route 13,14,15,Tapu Village",0.9 m (2′11″),19.0 kg (41.9 lbs),"/ability/dazzling,/ability/strong-jaw,/ability/wonder-skin","dazzling,strong-jaw,wonder-skin",
0792,Lunala,"Psychic,Ghost,Altar of the Moone",4.0 m (13′01″),120.0 kg (264.6 lbs),/ability/shadow-shield,shadow-shield,"Cosmog,Cosmoem"
0791,Solgaleo,"Psychic,Steel",3.4 m (11′02″),230.0 kg (507.1 lbs),/ability/full-metal-body,full-metal-body,"Cosmog,Cosmoem"
0790,Cosmoem,Psychic,0.1 m (0′04″),999.9 kg (2204.4 lbs),/ability/sturdy,sturdy,"Cosmog,Cosmoem"
0789,Cosmog,"Psychic,Lake of the Moone",0.2 m (0′08″),0.1 kg (0.2 lbs),/ability/unaware,unaware,"Cosmog,Cosmoem"
0788,Tapu Fini,"Water,Fairy",1.3 m (4′03″),21.2 kg (46.7 lbs),"/ability/misty-surge,/ability/telepathy","misty-surge,telepathy",
0787,Tapu Bulu,"Grass,Fairy",1.9 m (6′03″),45.5 kg (100.3 lbs),"/ability/grassy-surge,/ability/telepathy","grassy-surge,telepathy",
0800,Necrozma,"Psychic,Psychic,Steel,Psychic,Ghost,Psychic,Dragon,Mount Lanakila",2.4 m (7′10″),230.0 kg (507.1 lbs),"/ability/prism-armor,/ability/prism-armor,/ability/prism-armor,/ability/neuroforce","prism-armor,prism-armor,prism-armor,neuroforce",
0799,Guzzlord,"Dark,Dragon,Ultra Space",5.5 m (18′01″),888.0 kg (1957.7 lbs),/ability/beast-boost,beast-boost,
0810,Grookey,Grass,0.3 m (1′00″),5.0 kg (11.0 lbs),"/ability/overgrow,/ability/grassy-surge","overgrow,grassy-surge","Grookey,Thwackey,Rillaboom"
0809,Melmetal,Steel,2.5 m (8′02″),800.0 kg (1763.7 lbs),/ability/iron-fist,iron-fist,"Meltan,Melmetal"
0808,Meltan,Steel,0.2 m (0′08″),8.0 kg (17.6 lbs),/ability/magnet-pull,magnet-pull,"Meltan,Melmetal"
0807,Zeraora,Electric,1.5 m (4′11″),44.5 kg (98.1 lbs),/ability/volt-absorb,volt-absorb,
0806,Blacephalon,"Fire,Ghost",1.8 m (5′11″),13.0 kg (28.7 lbs),/ability/beast-boost,beast-boost,
0805,Stakataka,"Rock,Steel,Poni Grove",5.5 m (18′01″),820.0 kg (1807.8 lbs),/ability/beast-boost,beast-boost,
0812,Rillaboom,Grass,2.1 m (6′11″),90.0 kg (198.4 lbs),"/ability/overgrow,/ability/grassy-surge","overgrow,grassy-surge","Grookey,Thwackey,Rillaboom"
0811,Thwackey,Grass,0.7 m (2′04″),14.0 kg (30.9 lbs),"/ability/overgrow,/ability/grassy-surge","overgrow,grassy-surge","Grookey,Thwackey,Rillaboom"
0833,Chewtle,Water,0.3 m (1′00″),8.5 kg (18.7 lbs),"/ability/strong-jaw,/ability/shell-armor,/ability/swift-swim","strong-jaw,shell-armor,swift-swim","Chewtle,Drednaw"
0832,Dubwool,Normal,1.3 m (4′03″),43.0 kg (94.8 lbs),"/ability/fluffy,/ability/steadfast,/ability/bulletproof","fluffy,steadfast,bulletproof","Wooloo,Dubwool"
0831,Wooloo,Normal,0.6 m (2′00″),6.0 kg (13.2 lbs),"/ability/fluffy,/ability/run-away,/ability/bulletproof","fluffy,run-away,bulletproof","Wooloo,Dubwool"
0830,Eldegoss,Grass,0.5 m (1′08″),2.5 kg (5.5 lbs),"/ability/cotton-down,/ability/regenerator,/ability/effect-spore","cotton-down,regenerator,effect-spore","Gossifleur,Eldegoss"
0829,Gossifleur,Grass,0.4 m (1′04″),2.2 kg (4.9 lbs),"/ability/cotton-down,/ability/regenerator,/ability/effect-spore","cotton-down,regenerator,effect-spore","Gossifleur,Eldegoss"
0828,Thievul,Dark,1.2 m (3′11″),19.9 kg (43.9 lbs),"/ability/run-away,/ability/unburden,/ability/stakeout","run-away,unburden,stakeout","Nickit,Thievul"
0834,Drednaw,"Water,Rock",1.0 m (3′03″),115.5 kg (254.6 lbs),"/ability/strong-jaw,/ability/shell-armor,/ability/swift-swim","strong-jaw,shell-armor,swift-swim","Chewtle,Drednaw"
0827,Nickit,Dark,0.6 m (2′00″),8.9 kg (19.6 lbs),"/ability/run-away,/ability/unburden,/ability/stakeout","run-away,unburden,stakeout","Nickit,Thievul"
0849,Toxtricity,"Electric,Poison,Electric,Poison",1.6 m (5′03″),40.0 kg (88.2 lbs),"/ability/punk-rock,/ability/plus,/ability/technician,/ability/punk-rock,/ability/minus,/ability/technician","punk-rock,plus,technician,punk-rock,minus,technician",Toxel
0848,Toxel,"Electric,Poison",0.4 m (1′04″),11.0 kg (24.3 lbs),"/ability/rattled,/ability/static,/ability/klutz","rattled,static,klutz",Toxel
0847,Barraskewda,Water,1.3 m (4′03″),30.0 kg (66.1 lbs),"/ability/swift-swim,/ability/propeller-tail","swift-swim,propeller-tail","Arrokuda,Barraskewda"
0846,Arrokuda,Water,0.5 m (1′08″),1.0 kg (2.2 lbs),"/ability/swift-swim,/ability/propeller-tail","swift-swim,propeller-tail","Arrokuda,Barraskewda"
0845,Cramorant,"Flying,Water",0.8 m (2′07″),18.0 kg (39.7 lbs),/ability/gulp-missile,gulp-missile,
0844,Sandaconda,Ground,3.8 m (12′06″),65.5 kg (144.4 lbs),"/ability/sand-spit,/ability/shed-skin,/ability/sand-veil","sand-spit,shed-skin,sand-veil","Silicobra,Sandaconda"
0864,Cursola,Ghost,1.0 m (3′03″),0.4 kg (0.9 lbs),"/ability/weak-armor,/ability/perish-body","weak-armor,perish-body","Corsola,Cursola"
0863,Perrserker,Steel,0.8 m (2′07″),28.0 kg (61.7 lbs),"/ability/battle-armor,/ability/tough-claws,/ability/steely-spirit","battle-armor,tough-claws,steely-spirit","Meowth,Persian,Meowth,Persian,Meowth,Perrserker"
0866,Mr. Rime,"Ice,Psychic",1.5 m (4′11″),58.2 kg (128.3 lbs),"/ability/tangled-feet,/ability/screen-cleaner,/ability/ice-body","tangled-feet,screen-cleaner,ice-body",Mime Jr.
0865,Sirfetch'd,Fighting,0.8 m (2′07″),117.0 kg (257.9 lbs),"/ability/steadfast,/ability/scrappy","steadfast,scrappy","Farfetch'd,Sirfetch'd"
0862,Obstagoon,"Dark,Normal",1.6 m (5′03″),46.0 kg (101.4 lbs),"/ability/reckless,/ability/guts,/ability/defiant","reckless,guts,defiant","Zigzagoon,Linoone,Zigzagoon,Linoone,Obstagoon"
0861,Grimmsnarl,"Dark,Fairy",1.5 m (4′11″),61.0 kg (134.5 lbs),"/ability/prankster,/ability/frisk,/ability/pickpocket","prankster,frisk,pickpocket","Impidimp,Morgrem,Grimmsnarl"
0860,Morgrem,"Dark,Fairy",0.8 m (2′07″),12.5 kg (27.6 lbs),"/ability/prankster,/ability/frisk,/ability/pickpocket","prankster,frisk,pickpocket","Impidimp,Morgrem,Grimmsnarl"
0859,Impidimp,"Dark,Fairy",0.4 m (1′04″),5.5 kg (12.1 lbs),"/ability/prankster,/ability/frisk,/ability/pickpocket","prankster,frisk,pickpocket","Impidimp,Morgrem,Grimmsnarl"
0875,Eiscue,"Ice,Ice,Route 10,Lake of Outrage,Frigid Sea",1.4 m (4′07″),89.0 kg (196.2 lbs),"/ability/ice-face,/ability/ice-face","ice-face,ice-face",
0874,Stonjourner,Rock,2.5 m (8′02″),520.0 kg (1146.4 lbs),/ability/power-spot,power-spot,
0889,Zamazenta,"Fighting,Fighting,Steel",2.9 m (9′06″),210.0 kg (463.0 lbs),"/ability/dauntless-shield,/ability/dauntless-shield","dauntless-shield,dauntless-shield",
0888,Zacian,"Fairy,Fairy,Steel",2.8 m (9′02″),110.0 kg (242.5 lbs),"/ability/intrepid-sword,/ability/intrepid-sword","intrepid-sword,intrepid-sword",
0887,Dragapult,"Dragon,Ghost",3.0 m (9′10″),50.0 kg (110.2 lbs),"/ability/clear-body,/ability/infiltrator,/ability/cursed-body","clear-body,infiltrator,cursed-body","Dreepy,Drakloak,Dragapult"
0886,Drakloak,"Dragon,Ghost",1.4 m (4′07″),11.0 kg (24.3 lbs),"/ability/clear-body,/ability/infiltrator,/ability/cursed-body","clear-body,infiltrator,cursed-body","Dreepy,Drakloak,Dragapult"
0885,Dreepy,"Dragon,Ghost",0.5 m (1′08″),2.0 kg (4.4 lbs),"/ability/clear-body,/ability/infiltrator,/ability/cursed-body","clear-body,infiltrator,cursed-body","Dreepy,Drakloak,Dragapult"
0884,Duraludon,"Steel,Dragon",1.8 m (5′11″),40.0 kg (88.2 lbs),"/ability/light-metal,/ability/heavy-metal,/ability/stalwart","light-metal,heavy-metal,stalwart",
0903,Sneasler,"Fighting,Poison",1.3 m (4′03″),43.0 kg (94.8 lbs),"/ability/pressure,/ability/unburden,/ability/poison-touch","pressure,unburden,poison-touch","Sneasel,Weavile,Sneasel,Sneasler"
0902,Basculegion,"Water,Ghost,Water,Ghost",3.0 m (9′10″),110.0 kg (242.5 lbs),"/ability/swift-swim,/ability/adaptability,/ability/mold-breaker,/ability/swift-swim,/ability/adaptability,/ability/mold-breaker","swift-swim,adaptability,mold-breaker,swift-swim,adaptability,mold-breaker",Basculin
0914,Quaquaval,"Water,Fighting",1.8 m (5′11″),61.9 kg (136.5 lbs),"/ability/torrent,/ability/moxie","torrent,moxie","Quaxly,Quaxwell,Quaquaval"
0913,Quaxwell,Water,1.2 m (3′11″),21.5 kg (47.4 lbs),"/ability/torrent,/ability/moxie","torrent,moxie","Quaxly,Quaxwell,Quaquaval"
0912,Quaxly,Water,0.5 m (1′08″),6.1 kg (13.4 lbs),"/ability/torrent,/ability/moxie","torrent,moxie","Quaxly,Quaxwell,Quaquaval"
0910,Crocalor,Fire,1.0 m (3′03″),30.7 kg (67.7 lbs),"/ability/blaze,/ability/unaware","blaze,unaware","Fuecoco,Crocalor,Skeledirge"
0909,Fuecoco,Fire,0.4 m (1′04″),9.8 kg (21.6 lbs),"/ability/blaze,/ability/unaware","blaze,unaware","Fuecoco,Crocalor,Skeledirge"
0925,Maushold,"Normal,Normal",0.3 m (1′00″),2.8 kg (6.2 lbs),"/ability/friend-guard,/ability/cheek-pouch,/ability/technician,/ability/friend-guard,/ability/cheek-pouch,/ability/technician","friend-guard,cheek-pouch,technician,friend-guard,cheek-pouch,technician",Tandemaus
0924,Tandemaus,Normal,0.3 m (1′00″),1.8 kg (4.0 lbs),"/ability/run-away,/ability/pickup,/ability/own-tempo","run-away,pickup,own-tempo",Tandemaus
